vehicle id;make;model;year;tank_capacity;initial_odometer;archive;fill up id;vehicle_id;date;mileage;fuel_added;cost;is_partial_fill_up;comment;tags
2;Toyota;Matrix;2003;50;11;1;229;2;2008-01-29 00:00:00;505.6;37.956;40.01;0;;
2;Toyota;Matrix;2003;50;11;1;230;2;2008-02-04 00:00:00;508.4;38.681;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;231;2;2008-02-09 00:00:00;499.3;39.071;40.01;0;;
2;Toyota;Matrix;2003;50;11;1;232;2;2008-02-14 00:00:00;428.4;37.176;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;233;2;2008-02-22 00:00:00;455.1;36.646;40.53;0;;
2;Toyota;Matrix;2003;50;11;1;234;2;2008-02-28 00:00:00;421.7;39.005;43.53;0;;
2;Toyota;Matrix;2003;50;11;1;235;2;2008-03-06 00:00:00;539.7;41.436;45.0;0;;
2;Toyota;Matrix;2003;50;11;1;236;2;2008-03-13 00:00:00;513.0;40.671;47.02;0;;
2;Toyota;Matrix;2003;50;11;1;237;2;2008-03-19 00:00:00;531.2;42.638;48.01;0;;
2;Toyota;Matrix;2003;50;11;1;238;2;2008-03-27 00:00:00;544.6;39.613;45.0;0;;
2;Toyota;Matrix;2003;50;11;1;239;2;2008-04-02 00:00:00;432.6;39.443;43.9;0;;
2;Toyota;Matrix;2003;50;11;1;240;2;2008-04-08 00:00:00;395.8;34.142;38.0;0;;
2;Toyota;Matrix;2003;50;11;1;241;2;2008-04-09 00:00:00;605.5;39.648;45.0;0;;
2;Toyota;Matrix;2003;50;11;1;242;2;2008-04-21 00:00:00;528.2;34.314;40.01;0;;
2;Toyota;Matrix;2003;50;11;1;243;2;2008-04-27 00:00:00;421.6;26.939;34.28;0;;
2;Toyota;Matrix;2003;50;11;1;244;2;2008-05-01 00:00:00;506.3;19.448;25.01;0;;
2;Toyota;Matrix;2003;50;11;1;245;2;2008-05-06 00:00:00;323.7;27.86;35.02;0;;
2;Toyota;Matrix;2003;50;11;1;246;2;2008-05-12 00:00:00;411.1;21.845;27.0;0;;
2;Toyota;Matrix;2003;50;11;1;247;2;2008-05-12 00:00:00;89.3;20.223;25.0;0;;
2;Toyota;Matrix;2003;50;11;1;248;2;2008-05-21 00:00:00;533.1;32.182;41.0;0;;
2;Toyota;Matrix;2003;50;11;1;249;2;2008-05-27 00:00:00;479.3;14.948;20.0;0;;
2;Toyota;Matrix;2003;50;11;1;250;2;2008-05-30 00:00:00;258.1;15.42;20.0;0;;
2;Toyota;Matrix;2003;50;11;1;251;2;2008-06-03 00:00:00;222.9;27.224;36.92;0;;
2;Toyota;Matrix;2003;50;11;1;252;2;2008-06-06 00:00:00;418.0;24.303;31.01;0;;
2;Toyota;Matrix;2003;50;11;1;253;2;2008-06-11 00:00:00;301.1;21.497;30.01;0;;
2;Toyota;Matrix;2003;50;11;1;254;2;2008-06-16 00:00:00;307.5;18.195;25.0;0;;
2;Toyota;Matrix;2003;50;11;1;255;2;2008-06-19 00:00:00;322.7;29.725;40.01;0;;
2;Toyota;Matrix;2003;50;11;1;256;2;2008-06-24 00:00:00;426.6;18.038;25.0;0;;
2;Toyota;Matrix;2003;50;11;1;257;2;2008-06-27 00:00:00;306.7;14.43;20.0;0;;
2;Toyota;Matrix;2003;50;11;1;258;2;2008-07-02 00:00:00;214.9;18.45;25.0;0;;
2;Toyota;Matrix;2003;50;11;1;259;2;2008-07-06 00:00:00;306.7;22.305;30.0;0;;
2;Toyota;Matrix;2003;50;11;1;260;2;2008-07-07 00:00:00;102.9;20.245;27.01;0;;
2;Toyota;Matrix;2003;50;11;1;261;2;2008-07-14 00:00:00;445.8;28.86;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;262;2;2008-07-18 00:00:00;427.0;29.049;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;263;2;2008-07-24 00:00:00;428.4;30.628;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;264;2;2008-08-02 00:00:00;481.1;15.198;20.0;0;;
2;Toyota;Matrix;2003;50;11;1;265;2;2008-08-07 00:00:00;223.4;15.432;20.0;0;;
2;Toyota;Matrix;2003;50;11;1;266;2;2008-08-11 00:00:00;211.7;39.35;49.03;0;;
2;Toyota;Matrix;2003;50;11;1;267;2;2008-08-14 00:00:00;575.0;33.915;41.0;0;;
2;Toyota;Matrix;2003;50;11;1;268;2;2008-08-21 00:00:00;576.8;31.38;40.01;0;;
2;Toyota;Matrix;2003;50;11;1;269;2;2008-08-27 00:00:00;425.2;31.923;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;270;2;2008-09-02 00:00:00;298.8;25.275;32.0;0;;
2;Toyota;Matrix;2003;50;11;1;271;2;2008-09-09 00:00:00;581.7;31.345;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;272;2;2008-09-13 00:00:00;436.3;22.124;30.0;0;;
2;Toyota;Matrix;2003;50;11;1;273;2;2008-09-15 00:00:00;195.7;18.594;25.01;0;;
2;Toyota;Matrix;2003;50;11;1;274;2;2008-09-21 00:00:00;325.6;32.897;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;275;2;2008-10-02 00:00:00;542.2;33.17;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;276;2;2008-10-07 00:00:00;408.1;34.142;39.13;0;;
